temperature,title,0
5.0,Fire: VEHICLE LEAKING FUEL,9
5.0,Fire: WOODS/FIELD FIRE,23
5.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,7
5.0,Traffic: DISABLED VEHICLE -,1122
5.0,Traffic: HAZARDOUS ROAD CONDITIONS -,159
5.0,Traffic: ROAD OBSTRUCTION -,503
5.0,Traffic: VEHICLE ACCIDENT -,3886
5.0,Traffic: VEHICLE FIRE -,71
5.0,Traffic: VEHICLE LEAKING FUEL -,8
6.0,EMS: ABDOMINAL PAINS,290
6.0,EMS: ALLERGIC REACTION,73
6.0,EMS: ALTERED MENTAL STATUS,320
6.0,EMS: AMPUTATION,1
6.0,EMS: ANIMAL BITE,6
6.0,EMS: APPLIANCE FIRE,3
6.0,EMS: ASSAULT VICTIM,101
6.0,EMS: BACK PAINS/INJURY,181
6.0,EMS: BUILDING FIRE,48
6.0,EMS: BURN VICTIM,6
6.0,EMS: CARBON MONOXIDE DETECTOR,18
6.0,EMS: CARDIAC ARREST,177
6.0,EMS: CARDIAC EMERGENCY,1010
6.0,EMS: CHOKING,31
6.0,EMS: CVA/STROKE,248
6.0,EMS: DEHYDRATION,46
6.0,EMS: DIABETIC EMERGENCY,166
6.0,EMS: DIZZINESS,148
6.0,EMS: ELECTROCUTION,1
6.0,EMS: EMS SPECIAL SERVICE,49
6.0,EMS: EYE INJURY,7
6.0,EMS: FALL VICTIM,1106
6.0,EMS: FEVER,112
6.0,EMS: FIRE ALARM,4
6.0,EMS: FIRE INVESTIGATION,6
6.0,EMS: FIRE SPECIAL SERVICE,10
6.0,EMS: FRACTURE,103
6.0,EMS: GAS-ODOR/LEAK,14
6.0,EMS: GENERAL WEAKNESS,350
6.0,EMS: HEAD INJURY,586
6.0,EMS: HEMORRHAGING,280
6.0,EMS: LACERATIONS,79
6.0,EMS: MATERNITY,25
6.0,EMS: MEDICAL ALERT ALARM,346
6.0,EMS: NAUSEA/VOMITING,292
6.0,EMS: OVERDOSE,243
6.0,EMS: POISONING,6
6.0,EMS: PUBLIC SERVICE,1
6.0,EMS: RESCUE - GENERAL,7
6.0,EMS: RESCUE - TECHNICAL,2
6.0,EMS: RESPIRATORY EMERGENCY,1149
6.0,EMS: S/B AT HELICOPTER LANDING,4
6.0,EMS: SEIZURES,337
6.0,EMS: SHOOTING,7
6.0,EMS: STABBING,6
6.0,EMS: SUBJECT IN PAIN,632
6.0,EMS: SUSPICIOUS,1
6.0,EMS: SYNCOPAL EPISODE,345
6.0,EMS: UNCONSCIOUS SUBJECT,284
6.0,EMS: UNKNOWN MEDICAL EMERGENCY,286
6.0,EMS: UNRESPONSIVE SUBJECT,117
6.0,EMS: VEHICLE ACCIDENT,454
6.0,EMS: VEHICLE FIRE,2
6.0,EMS: WOODS/FIELD FIRE,1
6.0,Fire: APPLIANCE FIRE,50
6.0,Fire: BUILDING FIRE,172
6.0,Fire: BURN VICTIM,5
6.0,Fire: CARBON MONOXIDE DETECTOR,129
6.0,Fire: CARDIAC ARREST,49
6.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,1
6.0,Fire: ELECTRICAL FIRE OUTSIDE,169
6.0,Fire: ELEVATOR EMERGENCY,25
6.0,Fire: FIRE ALARM,1067
6.0,Fire: FIRE INVESTIGATION,294
6.0,Fire: FIRE POLICE NEEDED,37
6.0,Fire: FIRE SPECIAL SERVICE,136
6.0,Fire: GAS-ODOR/LEAK,250
6.0,Fire: PUMP DETAIL,6
6.0,Fire: RESCUE - ELEVATOR,24
6.0,Fire: RESCUE - GENERAL,9
6.0,Fire: RESCUE - TECHNICAL,1
6.0,Fire: S/B AT HELICOPTER LANDING,20
6.0,Fire: TRAIN CRASH,1
6.0,Fire: TRANSFERRED CALL,4
6.0,Fire: TRASH/DUMPSTER FIRE,21
6.0,Fire: UNKNOWN TYPE FIRE,34
6.0,Fire: VEHICLE ACCIDENT,203
6.0,Fire: VEHICLE FIRE,59
6.0,Fire: VEHICLE LEAKING FUEL,7
6.0,Fire: WOODS/FIELD FIRE,47
6.0,Traffic: DISABLED VEHICLE -,1128
6.0,Traffic: HAZARDOUS ROAD CONDITIONS -,238
6.0,Traffic: ROAD OBSTRUCTION -,714
6.0,Traffic: VEHICLE ACCIDENT -,3905
6.0,Traffic: VEHICLE FIRE -,75
6.0,Traffic: VEHICLE LEAKING FUEL -,6
7.0,EMS: ABDOMINAL PAINS,291
7.0,EMS: ALLERGIC REACTION,82
7.0,EMS: ALTERED MENTAL STATUS,341
7.0,EMS: AMPUTATION,3
7.0,EMS: ANIMAL BITE,15
7.0,EMS: ASSAULT VICTIM,127
7.0,EMS: BACK PAINS/INJURY,163
7.0,EMS: BOMB DEVICE FOUND,1
7.0,EMS: BUILDING FIRE,46
7.0,EMS: BURN VICTIM,11
7.0,EMS: CARBON MONOXIDE DETECTOR,21
7.0,EMS: CARDIAC ARREST,174
7.0,EMS: CARDIAC EMERGENCY,1121
7.0,EMS: CHOKING,46
7.0,EMS: CVA/STROKE,284
7.0,EMS: DEHYDRATION,51
7.0,EMS: DIABETIC EMERGENCY,157
7.0,EMS: DIZZINESS,203
7.0,EMS: DROWNING,1
7.0,EMS: ELECTRICAL FIRE OUTSIDE,1
7.0,EMS: EMS SPECIAL SERVICE,54
7.0,EMS: EYE INJURY,7
7.0,EMS: FALL VICTIM,1190
7.0,EMS: FEVER,135
7.0,EMS: FIRE ALARM,3
7.0,EMS: FIRE INVESTIGATION,6
7.0,EMS: FIRE POLICE NEEDED,1
7.0,EMS: FIRE SPECIAL SERVICE,4
7.0,EMS: FRACTURE,130
7.0,EMS: GAS-ODOR/LEAK,6
7.0,EMS: GENERAL WEAKNESS,424
7.0,EMS: HAZARDOUS MATERIALS INCIDENT,3
7.0,EMS: HEAD INJURY,615
7.0,EMS: HEMORRHAGING,288
7.0,EMS: INDUSTRIAL ACCIDENT,1
7.0,EMS: LACERATIONS,81
7.0,EMS: MATERNITY,22
7.0,EMS: MEDICAL ALERT ALARM,387
7.0,EMS: NAUSEA/VOMITING,265
7.0,EMS: OVERDOSE,260
7.0,EMS: POISONING,6
7.0,EMS: RESCUE - GENERAL,12
7.0,EMS: RESCUE - TECHNICAL,1
7.0,EMS: RESCUE - WATER,3
7.0,EMS: RESPIRATORY EMERGENCY,1244
7.0,EMS: S/B AT HELICOPTER LANDING,1
7.0,EMS: SEIZURES,381
7.0,EMS: SHOOTING,10
7.0,EMS: STABBING,7
7.0,EMS: SUBJECT IN PAIN,632
7.0,EMS: SYNCOPAL EPISODE,398
7.0,EMS: UNCONSCIOUS SUBJECT,299
7.0,EMS: UNKNOWN MEDICAL EMERGENCY,314
7.0,EMS: UNKNOWN TYPE FIRE,2
7.0,EMS: UNRESPONSIVE SUBJECT,104
7.0,EMS: VEHICLE ACCIDENT,533
7.0,EMS: VEHICLE FIRE,6
7.0,Fire: APPLIANCE FIRE,34
7.0,Fire: BUILDING FIRE,171
7.0,Fire: BURN VICTIM,10
7.0,Fire: CARBON MONOXIDE DETECTOR,142
7.0,Fire: CARDIAC ARREST,49
7.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,3
7.0,Fire: ELECTRICAL FIRE OUTSIDE,187
7.0,Fire: ELEVATOR EMERGENCY,32
7.0,Fire: FIRE ALARM,1238
7.0,Fire: FIRE INVESTIGATION,320
7.0,Fire: FIRE POLICE NEEDED,43
7.0,Fire: FIRE SPECIAL SERVICE,126
7.0,Fire: GAS-ODOR/LEAK,245
7.0,Fire: HAZARDOUS MATERIALS INCIDENT,3
7.0,Fire: OVERDOSE,1
7.0,Fire: PUMP DETAIL,6
7.0,Fire: RESCUE - ELEVATOR,29
7.0,Fire: RESCUE - GENERAL,14
7.0,Fire: RESCUE - TECHNICAL,1
7.0,Fire: RESCUE - WATER,2
7.0,Fire: S/B AT HELICOPTER LANDING,17
7.0,Fire: TRANSFERRED CALL,5
7.0,Fire: TRASH/DUMPSTER FIRE,20
7.0,Fire: UNKNOWN TYPE FIRE,43
7.0,Fire: UNRESPONSIVE SUBJECT,1
7.0,Fire: VEHICLE ACCIDENT,222
7.0,Fire: VEHICLE FIRE,60
7.0,Fire: VEHICLE LEAKING FUEL,4
7.0,Fire: WOODS/FIELD FIRE,51
7.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,2
7.0,Traffic: DISABLED VEHICLE -,1283
7.0,Traffic: HAZARDOUS ROAD CONDITIONS -,213
7.0,Traffic: ROAD OBSTRUCTION -,840
7.0,Traffic: VEHICLE ACCIDENT -,4475
7.0,Traffic: VEHICLE FIRE -,75
7.0,Traffic: VEHICLE LEAKING FUEL -,3
8.0,EMS: ABDOMINAL PAINS,339
8.0,EMS: ALLERGIC REACTION,87
8.0,EMS: ALTERED MENTAL STATUS,365
8.0,EMS: AMPUTATION,4
8.0,EMS: ANIMAL BITE,16
8.0,EMS: APPLIANCE FIRE,1
8.0,EMS: ASSAULT VICTIM,137
8.0,EMS: BACK PAINS/INJURY,167
8.0,EMS: BOMB DEVICE FOUND,2
8.0,EMS: BUILDING FIRE,49
8.0,EMS: BURN VICTIM,9
8.0,EMS: CARBON MONOXIDE DETECTOR,18
8.0,EMS: CARDIAC ARREST,213
8.0,EMS: CARDIAC EMERGENCY,1133
8.0,EMS: CHOKING,31
8.0,EMS: CVA/STROKE,295
8.0,EMS: DEHYDRATION,44
8.0,EMS: DIABETIC EMERGENCY,181
8.0,EMS: DIZZINESS,179
8.0,EMS: ELECTRICAL FIRE OUTSIDE,1
8.0,EMS: ELEVATOR EMERGENCY,1
8.0,EMS: EMS SPECIAL SERVICE,36
8.0,EMS: EYE INJURY,8
8.0,EMS: FALL VICTIM,1259
8.0,EMS: FEVER,144
8.0,EMS: FIRE ALARM,3
8.0,EMS: FIRE INVESTIGATION,5
8.0,EMS: FIRE POLICE NEEDED,1
8.0,EMS: FIRE SPECIAL SERVICE,10
8.0,EMS: FRACTURE,139
8.0,EMS: GAS-ODOR/LEAK,11
8.0,EMS: GENERAL WEAKNESS,467
8.0,EMS: HAZARDOUS MATERIALS INCIDENT,3
8.0,EMS: HEAD INJURY,616
8.0,EMS: HEMORRHAGING,283
8.0,EMS: LACERATIONS,91
8.0,EMS: MATERNITY,34
8.0,EMS: MEDICAL ALERT ALARM,387
8.0,EMS: NAUSEA/VOMITING,293
8.0,EMS: OVERDOSE,289
8.0,EMS: POISONING,9
8.0,EMS: RESCUE - ELEVATOR,1
8.0,EMS: RESCUE - GENERAL,13
8.0,EMS: RESCUE - TECHNICAL,1
8.0,EMS: RESCUE - WATER,1
8.0,EMS: RESPIRATORY EMERGENCY,1299
8.0,EMS: S/B AT HELICOPTER LANDING,2
8.0,EMS: SEIZURES,375
8.0,EMS: SHOOTING,11
8.0,EMS: STABBING,6
8.0,EMS: SUBJECT IN PAIN,672
8.0,EMS: SYNCOPAL EPISODE,375
8.0,EMS: UNCONSCIOUS SUBJECT,294
8.0,EMS: UNKNOWN MEDICAL EMERGENCY,329
8.0,EMS: UNRESPONSIVE SUBJECT,93
8.0,EMS: VEHICLE ACCIDENT,606
8.0,EMS: VEHICLE FIRE,4
8.0,EMS: WARRANT SERVICE,1
8.0,Fire: APPLIANCE FIRE,37
8.0,Fire: BUILDING FIRE,202
8.0,Fire: BURN VICTIM,8
8.0,Fire: CARBON MONOXIDE DETECTOR,155
8.0,Fire: CARDIAC ARREST,52
8.0,Fire: CARDIAC EMERGENCY,1
8.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,5
8.0,Fire: ELECTRICAL FIRE OUTSIDE,231
8.0,Fire: ELEVATOR EMERGENCY,33
8.0,Fire: FIRE ALARM,1216
8.0,Fire: FIRE INVESTIGATION,330
8.0,Fire: FIRE POLICE NEEDED,50
8.0,Fire: FIRE SPECIAL SERVICE,130
8.0,Fire: GAS-ODOR/LEAK,232
8.0,Fire: HAZARDOUS MATERIALS INCIDENT,4
8.0,Fire: PUMP DETAIL,6
8.0,Fire: RESCUE - ELEVATOR,22
8.0,Fire: RESCUE - GENERAL,14
8.0,Fire: RESCUE - TECHNICAL,1
8.0,Fire: RESCUE - WATER,1
8.0,Fire: S/B AT HELICOPTER LANDING,29
8.0,Fire: SUBJECT IN PAIN,1
8.0,Fire: TRANSFERRED CALL,7
8.0,Fire: TRASH/DUMPSTER FIRE,20
8.0,Fire: UNKNOWN TYPE FIRE,59
8.0,Fire: VEHICLE ACCIDENT,257
8.0,Fire: VEHICLE FIRE,53
8.0,Fire: VEHICLE LEAKING FUEL,6
8.0,Fire: WOODS/FIELD FIRE,48
8.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,4
8.0,Traffic: DISABLED VEHICLE -,1409
8.0,Traffic: HAZARDOUS ROAD CONDITIONS -,212
8.0,Traffic: ROAD OBSTRUCTION -,944
8.0,Traffic: VEHICLE ACCIDENT -,4852
8.0,Traffic: VEHICLE FIRE -,64
8.0,Traffic: VEHICLE LEAKING FUEL -,5
9.0,EMS: ABDOMINAL PAINS,144
9.0,EMS: ALLERGIC REACTION,32
9.0,EMS: ALTERED MENTAL STATUS,169
9.0,EMS: AMPUTATION,1
9.0,EMS: ANIMAL BITE,11
9.0,EMS: ASSAULT VICTIM,61
9.0,EMS: BACK PAINS/INJURY,81
9.0,EMS: BUILDING FIRE,25
9.0,EMS: BURN VICTIM,1
9.0,EMS: CARBON MONOXIDE DETECTOR,9
9.0,EMS: CARDIAC ARREST,95
9.0,EMS: CARDIAC EMERGENCY,572
9.0,EMS: CHOKING,27
9.0,EMS: CVA/STROKE,130
9.0,EMS: DEHYDRATION,23
9.0,EMS: DIABETIC EMERGENCY,76
9.0,EMS: DIZZINESS,80
9.0,EMS: ELECTRICAL FIRE OUTSIDE,2
9.0,EMS: EMS SPECIAL SERVICE,16
9.0,EMS: EYE INJURY,5
9.0,EMS: FALL VICTIM,571
9.0,EMS: FEVER,56
9.0,EMS: FIRE ALARM,2
9.0,EMS: FIRE SPECIAL SERVICE,5
9.0,EMS: FRACTURE,65
9.0,EMS: GAS-ODOR/LEAK,6
9.0,EMS: GENERAL WEAKNESS,174
9.0,EMS: HAZARDOUS MATERIALS INCIDENT,4
9.0,EMS: HEAD INJURY,305
9.0,EMS: HEMORRHAGING,152
9.0,EMS: INDUSTRIAL ACCIDENT,1
9.0,EMS: LACERATIONS,38
9.0,EMS: MATERNITY,11
9.0,EMS: MEDICAL ALERT ALARM,160
9.0,EMS: NAUSEA/VOMITING,138
9.0,EMS: OVERDOSE,118
9.0,EMS: POISONING,3
9.0,EMS: RESCUE - GENERAL,7
9.0,EMS: RESCUE - TECHNICAL,1
9.0,EMS: RESPIRATORY EMERGENCY,563
9.0,EMS: SEIZURES,181
9.0,EMS: SHOOTING,2
9.0,EMS: STABBING,1
9.0,EMS: SUBJECT IN PAIN,306
9.0,EMS: SYNCOPAL EPISODE,163
9.0,EMS: UNCONSCIOUS SUBJECT,156
9.0,EMS: UNKNOWN MEDICAL EMERGENCY,161
9.0,EMS: UNRESPONSIVE SUBJECT,43
9.0,EMS: VEHICLE ACCIDENT,227
9.0,EMS: VEHICLE FIRE,2
9.0,EMS: WARRANT SERVICE,1
9.0,Fire: APPLIANCE FIRE,24
9.0,Fire: BUILDING FIRE,76
9.0,Fire: BURN VICTIM,1
9.0,Fire: CARBON MONOXIDE DETECTOR,69
9.0,Fire: CARDIAC ARREST,25
9.0,Fire: CARDIAC EMERGENCY,1
9.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,5
9.0,Fire: DIZZINESS,1
9.0,Fire: ELECTRICAL FIRE OUTSIDE,61
9.0,Fire: ELEVATOR EMERGENCY,10
9.0,Fire: FIRE ALARM,531
9.0,Fire: FIRE INVESTIGATION,122
9.0,Fire: FIRE POLICE NEEDED,17
9.0,Fire: FIRE SPECIAL SERVICE,67
9.0,Fire: GAS-ODOR/LEAK,114
9.0,Fire: HAZARDOUS MATERIALS INCIDENT,3
9.0,Fire: PUMP DETAIL,6
9.0,Fire: RESCUE - ELEVATOR,12
9.0,Fire: RESCUE - GENERAL,7
9.0,Fire: RESCUE - TECHNICAL,1
9.0,Fire: S/B AT HELICOPTER LANDING,8
9.0,Fire: STANDBY FOR ANOTHER CO,1
9.0,Fire: TRASH/DUMPSTER FIRE,19
9.0,Fire: UNKNOWN TYPE FIRE,14
9.0,Fire: VEHICLE ACCIDENT,101
9.0,Fire: VEHICLE FIRE,26
9.0,Fire: VEHICLE LEAKING FUEL,1
9.0,Fire: WOODS/FIELD FIRE,36
9.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,3
9.0,Traffic: DISABLED VEHICLE -,528
9.0,Traffic: HAZARDOUS ROAD CONDITIONS -,106
9.0,Traffic: ROAD OBSTRUCTION -,287
9.0,Traffic: VEHICLE ACCIDENT -,1966
9.0,Traffic: VEHICLE FIRE -,31
10.0,EMS: ABDOMINAL PAINS,350
10.0,EMS: ALLERGIC REACTION,91
10.0,EMS: ALTERED MENTAL STATUS,354
10.0,EMS: AMPUTATION,4
10.0,EMS: ANIMAL BITE,25
10.0,EMS: APPLIANCE FIRE,2
10.0,EMS: ASSAULT VICTIM,155
10.0,EMS: BACK PAINS/INJURY,168
10.0,EMS: BUILDING FIRE,49
10.0,EMS: BURN VICTIM,14
10.0,EMS: CARBON MONOXIDE DETECTOR,13
10.0,EMS: CARDIAC ARREST,200
10.0,EMS: CARDIAC EMERGENCY,1152
10.0,EMS: CHOKING,48
10.0,EMS: CVA/STROKE,310
10.0,EMS: DEHYDRATION,55
10.0,EMS: DIABETIC EMERGENCY,173
10.0,EMS: DIZZINESS,170
10.0,EMS: ELECTRICAL FIRE OUTSIDE,2
10.0,EMS: ELECTROCUTION,1
10.0,EMS: ELEVATOR EMERGENCY,3
10.0,EMS: EMS SPECIAL SERVICE,55
10.0,EMS: EYE INJURY,7
10.0,EMS: FALL VICTIM,1242
10.0,EMS: FEVER,132
10.0,EMS: FIRE ALARM,1
10.0,EMS: FIRE INVESTIGATION,2
10.0,EMS: FIRE POLICE NEEDED,1
10.0,EMS: FIRE SPECIAL SERVICE,9
10.0,EMS: FRACTURE,147
10.0,EMS: GAS-ODOR/LEAK,15
10.0,EMS: GENERAL WEAKNESS,474
10.0,EMS: HAZARDOUS MATERIALS INCIDENT,1
10.0,EMS: HEAD INJURY,624
10.0,EMS: HEMORRHAGING,319
10.0,EMS: INDUSTRIAL ACCIDENT,1
10.0,EMS: LACERATIONS,91
10.0,EMS: MATERNITY,28
10.0,EMS: MEDICAL ALERT ALARM,376
10.0,EMS: NAUSEA/VOMITING,303
10.0,EMS: OVERDOSE,302
10.0,EMS: POISONING,8
10.0,EMS: RESCUE - ELEVATOR,1
10.0,EMS: RESCUE - GENERAL,12
10.0,EMS: RESCUE - TECHNICAL,1
10.0,EMS: RESCUE - WATER,4
10.0,EMS: RESPIRATORY EMERGENCY,1272
10.0,EMS: S/B AT HELICOPTER LANDING,3
10.0,EMS: SEIZURES,408
10.0,EMS: SHOOTING,7
10.0,EMS: STABBING,7
10.0,EMS: SUBJECT IN PAIN,700
10.0,EMS: SYNCOPAL EPISODE,369
10.0,EMS: TRANSFERRED CALL,1
10.0,EMS: TRASH/DUMPSTER FIRE,1
10.0,EMS: UNCONSCIOUS SUBJECT,342
10.0,EMS: UNKNOWN MEDICAL EMERGENCY,322
10.0,EMS: UNKNOWN TYPE FIRE,1
10.0,EMS: UNRESPONSIVE SUBJECT,89
10.0,EMS: VEHICLE ACCIDENT,500
10.0,EMS: VEHICLE FIRE,4
10.0,EMS: WARRANT SERVICE,1
10.0,EMS: WOODS/FIELD FIRE,1
10.0,Fire: APPLIANCE FIRE,38
10.0,Fire: BUILDING FIRE,184
10.0,Fire: BURN VICTIM,12
10.0,Fire: CARBON MONOXIDE DETECTOR,142
10.0,Fire: CARDIAC ARREST,44
10.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,10
10.0,Fire: ELECTRICAL FIRE OUTSIDE,187
10.0,Fire: ELEVATOR EMERGENCY,39
10.0,Fire: EMS SPECIAL SERVICE,1
10.0,Fire: FIRE ALARM,1268
10.0,Fire: FIRE INVESTIGATION,350
10.0,Fire: FIRE POLICE NEEDED,36
10.0,Fire: FIRE SPECIAL SERVICE,138
10.0,Fire: GAS-ODOR/LEAK,268
10.0,Fire: HAZARDOUS MATERIALS INCIDENT,1
10.0,Fire: NAUSEA/VOMITING,1
10.0,Fire: PUMP DETAIL,5
10.0,Fire: RESCUE - ELEVATOR,16
10.0,Fire: RESCUE - GENERAL,13
10.0,Fire: RESCUE - TECHNICAL,1
10.0,Fire: RESCUE - WATER,4
10.0,Fire: S/B AT HELICOPTER LANDING,21
10.0,Fire: TRANSFERRED CALL,4
10.0,Fire: TRASH/DUMPSTER FIRE,37
10.0,Fire: UNKNOWN TYPE FIRE,52
10.0,Fire: VEHICLE ACCIDENT,219
10.0,Fire: VEHICLE FIRE,57
10.0,Fire: VEHICLE LEAKING FUEL,5
10.0,Fire: WOODS/FIELD FIRE,52
10.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,9
10.0,Traffic: DISABLED VEHICLE -,1304
10.0,Traffic: HAZARDOUS ROAD CONDITIONS -,261
10.0,Traffic: ROAD OBSTRUCTION -,663
10.0,Traffic: VEHICLE ACCIDENT -,4421
10.0,Traffic: VEHICLE FIRE -,65
10.0,Traffic: VEHICLE LEAKING FUEL -,5
11.0,EMS: ABDOMINAL PAINS,257
11.0,EMS: ALLERGIC REACTION,72
11.0,EMS: ALTERED MENTAL STATUS,302
11.0,EMS: AMPUTATION,3
11.0,EMS: ANIMAL BITE,16
11.0,EMS: ASSAULT VICTIM,121
11.0,EMS: BACK PAINS/INJURY,135
11.0,EMS: BUILDING FIRE,36
11.0,EMS: BURN VICTIM,1
11.0,EMS: CARBON MONOXIDE DETECTOR,21
11.0,EMS: CARDIAC ARREST,175
11.0,EMS: CARDIAC EMERGENCY,1018
11.0,EMS: CHOKING,39
11.0,EMS: CVA/STROKE,271
11.0,EMS: DEHYDRATION,44
11.0,EMS: DIABETIC EMERGENCY,158
11.0,EMS: DIZZINESS,130
11.0,EMS: ELECTROCUTION,1
11.0,EMS: EMS SPECIAL SERVICE,45
11.0,EMS: EYE INJURY,9
11.0,EMS: FALL VICTIM,1090
11.0,EMS: FEVER,99
11.0,EMS: FIRE ALARM,2
11.0,EMS: FIRE INVESTIGATION,2
11.0,EMS: FIRE SPECIAL SERVICE,8
11.0,EMS: FRACTURE,130
11.0,EMS: GAS-ODOR/LEAK,12
11.0,EMS: GENERAL WEAKNESS,362
11.0,EMS: HAZARDOUS MATERIALS INCIDENT,1
11.0,EMS: HEAD INJURY,569
11.0,EMS: HEMORRHAGING,256
11.0,EMS: LACERATIONS,84
11.0,EMS: MATERNITY,25
11.0,EMS: MEDICAL ALERT ALARM,276
11.0,EMS: NAUSEA/VOMITING,261
11.0,EMS: OVERDOSE,259
11.0,EMS: POISONING,9
11.0,EMS: RESCUE - ELEVATOR,1
11.0,EMS: RESCUE - GENERAL,6
11.0,EMS: RESCUE - WATER,3
11.0,EMS: RESPIRATORY EMERGENCY,1107
11.0,EMS: S/B AT HELICOPTER LANDING,3
11.0,EMS: SEIZURES,331
11.0,EMS: SHOOTING,5
11.0,EMS: STABBING,12
11.0,EMS: SUBJECT IN PAIN,577
11.0,EMS: SYNCOPAL EPISODE,300
11.0,EMS: TRANSFERRED CALL,1
11.0,EMS: UNCONSCIOUS SUBJECT,262
11.0,EMS: UNKNOWN MEDICAL EMERGENCY,280
11.0,EMS: UNRESPONSIVE SUBJECT,104
11.0,EMS: VEHICLE ACCIDENT,469
11.0,EMS: VEHICLE FIRE,4
11.0,EMS: WARRANT SERVICE,1
11.0,Fire: APPLIANCE FIRE,44
11.0,Fire: BUILDING FIRE,128
11.0,Fire: BURN VICTIM,2
11.0,Fire: CARBON MONOXIDE DETECTOR,133
11.0,Fire: CARDIAC ARREST,42
11.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,7
11.0,Fire: ELECTRICAL FIRE OUTSIDE,102
11.0,Fire: ELEVATOR EMERGENCY,28
11.0,Fire: FIRE ALARM,1072
11.0,Fire: FIRE INVESTIGATION,255
11.0,Fire: FIRE POLICE NEEDED,26
11.0,Fire: FIRE SPECIAL SERVICE,121
11.0,Fire: GAS-ODOR/LEAK,180
11.0,Fire: HAZARDOUS MATERIALS INCIDENT,1
11.0,Fire: MEDICAL ALERT ALARM,1
11.0,Fire: PUMP DETAIL,2
11.0,Fire: RESCUE - ELEVATOR,17
11.0,Fire: RESCUE - GENERAL,10
11.0,Fire: RESCUE - WATER,3
11.0,Fire: S/B AT HELICOPTER LANDING,21
11.0,Fire: TRAIN CRASH,1
11.0,Fire: TRANSFERRED CALL,6
11.0,Fire: TRASH/DUMPSTER FIRE,34
11.0,Fire: UNKNOWN TYPE FIRE,61
11.0,Fire: VEHICLE ACCIDENT,196
11.0,Fire: VEHICLE FIRE,51
11.0,Fire: VEHICLE LEAKING FUEL,7
11.0,Fire: WOODS/FIELD FIRE,46
11.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,4
11.0,Traffic: DISABLED VEHICLE -,1053
11.0,Traffic: HAZARDOUS ROAD CONDITIONS -,156
11.0,Traffic: ROAD OBSTRUCTION -,481
11.0,Traffic: VEHICLE ACCIDENT -,4047
11.0,Traffic: VEHICLE FIRE -,64
11.0,Traffic: VEHICLE LEAKING FUEL -,10
12.0,EMS: ABDOMINAL PAINS,222
12.0,EMS: ALLERGIC REACTION,73
12.0,EMS: ALTERED MENTAL STATUS,300
12.0,EMS: AMPUTATION,4
12.0,EMS: ANIMAL BITE,22
12.0,EMS: ASSAULT VICTIM,105
12.0,EMS: BACK PAINS/INJURY,154
12.0,EMS: BOMB DEVICE FOUND,2
12.0,EMS: BUILDING FIRE,39
12.0,EMS: BURN VICTIM,10
12.0,EMS: CARBON MONOXIDE DETECTOR,13
12.0,EMS: CARDIAC ARREST,180
12.0,EMS: CARDIAC EMERGENCY,932
12.0,EMS: CHOKING,39
12.0,EMS: CVA/STROKE,257
12.0,EMS: DEHYDRATION,36
12.0,EMS: DIABETIC EMERGENCY,170
12.0,EMS: DIZZINESS,163
12.0,EMS: EMS SPECIAL SERVICE,42
12.0,EMS: EYE INJURY,9
12.0,EMS: FALL VICTIM,932
12.0,EMS: FEVER,121
12.0,EMS: FIRE ALARM,2
12.0,EMS: FIRE INVESTIGATION,3
12.0,EMS: FIRE SPECIAL SERVICE,3
12.0,EMS: FRACTURE,105
12.0,EMS: GAS-ODOR/LEAK,5
12.0,EMS: GENERAL WEAKNESS,361
12.0,EMS: HAZARDOUS MATERIALS INCIDENT,2
12.0,EMS: HEAD INJURY,505
12.0,EMS: HEMORRHAGING,254
12.0,EMS: INDUSTRIAL ACCIDENT,1
12.0,EMS: LACERATIONS,56
12.0,EMS: MATERNITY,27
12.0,EMS: MEDICAL ALERT ALARM,270
12.0,EMS: NAUSEA/VOMITING,223
12.0,EMS: OVERDOSE,223
12.0,EMS: POISONING,4
12.0,EMS: RESCUE - ELEVATOR,1
12.0,EMS: RESCUE - GENERAL,5
12.0,EMS: RESPIRATORY EMERGENCY,1113
12.0,EMS: S/B AT HELICOPTER LANDING,1
12.0,EMS: SEIZURES,326
12.0,EMS: SHOOTING,2
12.0,EMS: STABBING,6
12.0,EMS: SUBJECT IN PAIN,576
12.0,EMS: SYNCOPAL EPISODE,287
12.0,EMS: TRAIN CRASH,1
12.0,EMS: TRANSFERRED CALL,1
12.0,EMS: UNCONSCIOUS SUBJECT,243
12.0,EMS: UNKNOWN MEDICAL EMERGENCY,291
12.0,EMS: UNRESPONSIVE SUBJECT,70
12.0,EMS: VEHICLE ACCIDENT,456
12.0,EMS: VEHICLE FIRE,2
12.0,Fire: APPLIANCE FIRE,47
